attacker_capability,stage_name,node_seq,posture_value_goal_node,posture_value_exfiltrate,posture_value_Launch_Agent,posture_value_Token_Impersonation,prediction_time time,no_of_attacker_reach
1,Stage 1,['Logon_PB'],0.9842,0.9963,0.9855,0.9522,0.00500178337097168,0
1,Stage 1,"['Remote_access_PB', 'Bypass_Authentication']",0.9802,0.9953,0.9818,0.94,0.0040035247802734375,0
3,Stage 2,"['Input_Credentials', 'Authentication', 'Access_Server', 'Query_SMF', 'Portable_Execution', 'Agent_based_MPB', 'Launch_Agent']",0.5541,0.988,0.412,0.9135,0.004000663757324219,0
3,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF']",0.9673,0.9732,0.9737,0.9406,0.00400090217590332,0
3,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Deploy_malware', 'Config_PB', 'Token_Impersonation', 'goal_node']",0.8217,0.9803,0.9262,0.0325,0.004000186920166016,15
3,Stage 2,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Deploy_malware', 'Config_PB']",0.8698,0.9922,0.9737,0.2934,0.0030024051666259766,0
1,Stage 1,['Logon_PB'],0.9842,0.9963,0.9855,0.9522,0.004002571105957031,0
4,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Deploy_malware', 'Config_PB', 'Token_Impersonation', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF', 'Create_GTP', 'Connect_UE']",0.8131,0.9574,0.9737,0.2512,0.0040013790130615234,0
3,Stage 2,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Query_SMF']",0.9691,0.988,0.9737,0.9135,0.004002809524536133,0
1,Stage 1,['Input_Credentials'],0.9837,0.9962,0.9851,0.9508,0.003997087478637695,0
1,Stage 1,"['Input_Credentials', 'Authentication']",0.9815,0.9956,0.983,0.9442,0.004008769989013672,0
2,Stage 1,"['Logon_PB', 'Bypass_Authentication', 'Access_Server']",0.9714,0.9932,0.9737,0.9135,0.004006147384643555,0
