stage_name,node_seq,posture_value_goal_node,posture_value_exfiltrate,posture_value_Launch_Agent,posture_value_Token_Impersonation,prediction_time time,no_of_attacker_reach
Stage 3,Connect_SMF,0.7199,0.8818,0.8895,0.7977,0.004000186920166016,129
Stage 2,Config_PB,0.5517,0.8925,0.89,0.2285,0.005001068115234375,129
Stage 2,Config_PB,0.5519,0.8925,0.89,0.2292,0.004998683929443359,129
Stage 3,Connect_UE,0.7433,0.8838,0.8929,0.8643,0.004000663757324219,129
Stage 1,Bypass_Authentication,0.7339,0.8922,0.8806,0.8396,0.005000114440917969,129
Stage 2,"Access_Server,Query_SMF",0.7234,0.8893,0.8751,0.8204,0.0037474632263183594,129
Stage 3,"Agent_based_MPB,Launch_Agent,goal_node",0.2644,0.928,0.0607,0.9194,0.004003763198852539,130
Stage 2,Deploy_malware,0.5963,0.8925,0.8867,0.3765,0.003998994827270508,130
Stage 2,Portable_Execution,0.472,0.8938,0.3786,0.877,0.004001140594482422,130
Stage 3,Rule_based_MPB,0.3823,0.2285,0.8937,0.8822,0.003999948501586914,130
Stage 2,Config_PB,0.5522,0.8925,0.89,0.23,0.003999948501586914,130
Stage 3,Rule_based_MPB,0.3827,0.2293,0.8937,0.8822,0.004000425338745117,130
Stage 2,"Access_Server,Query_SMF,Connect_NRF",0.7396,0.887,0.8751,0.8785,0.003997802734375,130
Stage 3,Launch_Agent,0.2637,0.8941,0.8939,0.8833,0.003999233245849609,130
Stage 3,Connect_PCF,0.7347,0.8835,0.8916,0.8395,0.004998922348022461,130
Stage 3,Rule_based_MPB,0.3832,0.2301,0.8937,0.8822,0.0049991607666015625,130
Stage 3,"Connect_NRF,Connect_SMF,Connect_UPF,Create_GTP,Connect_UE",0.7032,0.8755,0.8875,0.7565,0.004001140594482422,130
Stage 3,Connect_PCF,0.7348,0.8835,0.8916,0.8397,0.003999471664428711,130
Stage 1,"Input_Credentials,Authentication,SystemUseNotPB",0.7349,0.8924,0.881,0.8412,0.0039997100830078125,130
Stage 2,Config_PB,0.5525,0.8926,0.89,0.2307,0.0040013790130615234,130
Stage 2,"Authentication,SystemUseNotPB,Access_Server,Query_SMF,Connect_NRF",0.7398,0.8871,0.8751,0.8787,0.0040013790130615234,130
Stage 2,"Access_Server,Query_SMF",0.7239,0.8894,0.8751,0.821,0.003000974655151367,130
Stage 3,"Connect_SMF,Connect_UPF,Create_GTP,Connect_UE",0.7177,0.8755,0.8897,0.8003,0.004995584487915039,130
Stage 3,Connect_UPF,0.7331,0.8755,0.892,0.8471,0.003972291946411133,130
Stage 2,"Deploy_malware,Config_PB",0.5522,0.8925,0.8868,0.2314,0.003998517990112305,130
Stage 1,"Authentication,SystemUseNotPB",0.7351,0.8925,0.8811,0.8415,0.00400090217590332,130
Stage 1,SystemUseNotPB,0.7351,0.8925,0.8811,0.8415,0.004000425338745117,130
Stage 2,Config_PB,0.553,0.8927,0.8901,0.2322,0.004000425338745117,130
Stage 3,Connect_C2,0.4906,0.4223,0.8937,0.8794,0.0039997100830078125,130
Stage 3,goal_node,0.7567,0.6763,0.6794,0.7571,0.004000425338745117,131
Stage 2,"Access_Server,Query_SMF",0.724,0.8895,0.8752,0.8212,0.003998279571533203,131
Stage 1,Input_Credentials,0.7434,0.8933,0.8861,0.8587,0.003999471664428711,131
Stage 2,Token_Impersonation,0.4816,0.8924,0.8917,0.886,0.0049991607666015625,131
Stage 3,goal_node,0.7567,0.6765,0.6795,0.7572,0.0039997100830078125,132
Stage 3,"Connect_NEF,Connect_UPF,Create_GTP,Connect_UE",0.7427,0.8757,0.8936,0.8761,0.0039997100830078125,132
Stage 1,SystemUseNotPB,0.7352,0.8926,0.8812,0.8417,0.0039975643157958984,132
Stage 3,goal_node,0.7566,0.6766,0.6797,0.7573,0.003999471664428711,133
Stage 1,SystemUseNotPB,0.7351,0.8926,0.8812,0.8417,0.00500035285949707,133
Stage 3,"Connect_PCF,Connect_UPF",0.7336,0.8757,0.8922,0.8485,0.004998445510864258,133
Stage 2,Connect_NRF,0.7092,0.8873,0.8877,0.7568,0.00400233268737793,133
Stage 3,Connect_UE,0.7437,0.8842,0.893,0.8647,0.004896640777587891,133
Stage 3,goal_node,0.7566,0.6767,0.6798,0.7574,0.0039937496185302734,134
Stage 2,"Query_SMF,Connect_NRF",0.7487,0.8873,0.8822,0.8955,0.004000186920166016,134
Stage 3,Create_GTP,0.7398,0.8811,0.8927,0.8582,0.004999876022338867,134
Stage 3,goal_node,0.7566,0.6769,0.6799,0.7575,0.0040018558502197266,135
Stage 2,Agent_based_MPB,0.3755,0.8944,0.2022,0.8817,0.004999399185180664,135
Stage 2,Connect_NRF,0.7092,0.8873,0.8878,0.757,0.003999471664428711,135
Stage 3,goal_node,0.7566,0.677,0.6801,0.7576,0.004000425338745117,136
Stage 1,SystemUseNotPB,0.7351,0.8927,0.8813,0.8419,0.003999948501586914,136
Stage 2,"Config_PB,Token_Impersonation",0.4819,0.8926,0.8903,0.2329,0.003996849060058594,136
Stage 3,"Token_Impersonation,Connect_NRF,Connect_PCF,Connect_UPF,Create_GTP",0.4796,0.8758,0.8912,0.7571,0.0040051937103271484,136
Stage 3,Connect_UE,0.7437,0.8843,0.8931,0.8646,0.004000186920166016,136
Stage 3,"Connect_UPF,Create_GTP",0.7332,0.8759,0.8923,0.8471,0.004033565521240234,136
Stage 2,Query_SMF,0.7346,0.8897,0.8822,0.8444,0.004000425338745117,136
Stage 3,"Agent_based_MPB,Launch_Agent,goal_node",0.2646,0.9282,0.0609,0.9195,0.0039997100830078125,137
Stage 2,Query_SMF,0.7346,0.8897,0.8821,0.8444,0.003999948501586914,137
Stage 3,goal_node,0.7566,0.6772,0.68,0.7577,0.003484010696411133,138
Stage 2,Query_SMF,0.7346,0.8898,0.8821,0.8445,0.0039997100830078125,138
Stage 3,"Connect_C2,Rule_based_MPB",0.3835,0.2308,0.8939,0.8794,0.003998994827270508,138
Stage 3,Connect_C2,0.491,0.4234,0.8939,0.8795,0.004999399185180664,138
Stage 1,"Authentication,SystemUseNotPB",0.7352,0.8929,0.8814,0.8418,0.003998994827270508,138
Stage 3,"Connect_UPF,Create_GTP,Connect_UE",0.7332,0.8761,0.8923,0.8472,0.004029750823974609,138
Stage 3,Rule_based_MPB,0.384,0.2316,0.894,0.8825,0.004001617431640625,138
Stage 3,"Exfiltrating_data,goal_node",0.2541,0.6773,0.929,0.8974,0.0039997100830078125,139
Stage 3,Rule_based_MPB,0.3843,0.2324,0.8941,0.8825,0.004004001617431641,139
Stage 2,Connect_NRF,0.7093,0.8875,0.8879,0.7568,0.003999233245849609,139
Stage 2,Portable_Execution,0.473,0.8943,0.3801,0.8774,0.005001544952392578,139
Stage 1,Logon_PB,0.7403,0.8933,0.8845,0.8523,0.004998683929443359,139
Stage 3,Rule_based_MPB,0.3848,0.2332,0.8941,0.8825,0.004997968673706055,139
Stage 3,"Connect_NEF,Connect_UPF,Create_GTP,Connect_UE",0.7429,0.8761,0.8938,0.8763,0.005001068115234375,139
Stage 2,Deploy_malware,0.5979,0.893,0.8872,0.3792,0.003998517990112305,139
Stage 3,"Connect_PCF,Connect_UPF",0.7339,0.8761,0.8925,0.8486,0.004998445510864258,139
Stage 2,Query_SMF,0.7348,0.8898,0.8823,0.8447,0.004000186920166016,139
Stage 3,Rule_based_MPB,0.3852,0.234,0.8942,0.8826,0.003999948501586914,139
Stage 2,"Query_SMF,Connect_NRF",0.749,0.8876,0.8825,0.8955,0.0039997100830078125,139
Stage 3,Connect_SMF,0.7208,0.8826,0.89,0.7984,0.003999948501586914,139
Stage 3,"Launch_Agent,goal_node",0.2639,0.9284,0.6802,0.921,0.003999948501586914,140
Stage 3,Rule_based_MPB,0.3857,0.2348,0.8941,0.8827,0.004000186920166016,140
Stage 3,"Connect_UPF,Create_GTP,Connect_UE",0.7335,0.8762,0.8924,0.8474,0.00400233268737793,140
Stage 3,"Token_Impersonation,goal_node",0.4826,0.8634,0.8956,0.758,0.0040013790130615234,141
Stage 1,"Input_Credentials,Authentication",0.7405,0.8934,0.8845,0.8525,0.004000186920166016,141
Stage 3,Create_GTP,0.7401,0.8815,0.8929,0.8583,0.003997802734375,141
Stage 3,goal_node,0.7568,0.6773,0.6801,0.7577,0.0040013790130615234,142
Stage 3,goal_node,0.7567,0.6774,0.6802,0.7578,0.0039980411529541016,143
Stage 3,"Connect_UPF,Create_GTP,Connect_UE",0.7334,0.8763,0.8924,0.8474,0.004027605056762695,143
Stage 3,Rule_based_MPB,0.3861,0.2356,0.8942,0.8826,0.003998517990112305,143
Stage 3,Connect_UPF,0.7334,0.8763,0.8924,0.8474,0.0039997100830078125,143
Stage 3,Connect_C2,0.4933,0.4275,0.894,0.8797,0.0040013790130615234,143
Stage 3,goal_node,0.7567,0.6776,0.6803,0.7579,0.004001617431640625,144
Stage 2,Config_PB,0.5536,0.8932,0.8905,0.2327,0.003999948501586914,144
Stage 3,"Launch_Agent,goal_node",0.2637,0.9285,0.6805,0.921,0.003999471664428711,145
Stage 2,Portable_Execution,0.4733,0.8945,0.381,0.8775,0.0039997100830078125,145
Stage 2,"Query_SMF,Connect_NRF",0.7489,0.8878,0.8825,0.8956,0.0039708614349365234,145
Stage 1,Logon_PB,0.7404,0.8935,0.8846,0.8526,0.003999471664428711,145
Stage 3,Launch_Agent,0.2635,0.8948,0.8943,0.8838,0.004999876022338867,145
Stage 3,"Token_Impersonation,goal_node",0.4823,0.8637,0.8956,0.7581,0.004998445510864258,146
Stage 1,Input_Credentials,0.7435,0.8938,0.8864,0.8591,0.003998279571533203,146
Stage 3,Connect_UE,0.7439,0.8848,0.8932,0.8649,0.003999948501586914,146
Stage 3,Launch_Agent,0.2641,0.8948,0.8943,0.8837,0.0039997100830078125,146
Stage 3,Create_GTP,0.74,0.8817,0.8928,0.8584,0.004000425338745117,146
Stage 3,"Connect_UPF,Create_GTP,Connect_UE",0.7335,0.8765,0.8923,0.8475,0.004998922348022461,146
Stage 3,"Connect_UPF,Create_GTP,Connect_UE",0.7335,0.8765,0.8923,0.8475,0.004999637603759766,146
Stage 3,Connect_UPF,0.7336,0.8766,0.8923,0.8476,0.004000186920166016,146
Stage 1,"Authentication,SystemUseNotPB",0.7354,0.8932,0.8814,0.8421,0.0039997100830078125,146
Stage 2,Query_SMF,0.7349,0.8902,0.8823,0.8449,0.004000663757324219,146
Stage 3,"Connect_SMF,Connect_UPF,Create_GTP,Connect_UE",0.7182,0.8766,0.8901,0.8007,0.0049991607666015625,146
Stage 3,Connect_UE,0.7441,0.8849,0.8932,0.8651,0.0039997100830078125,146
Stage 3,Connect_SMF,0.7209,0.883,0.89,0.7986,0.003999948501586914,146
Stage 3,"Connect_SMF,Connect_UPF",0.7183,0.8766,0.8901,0.8009,0.0039997100830078125,146
Stage 3,"Input_Credentials,Authentication,SystemUseNotPB,Access_Server,Query_SMF,Connect_NRF,Connect_SMF",0.7377,0.8834,0.8755,0.8788,0.0029990673065185547,146
Stage 3,"Launch_Agent,goal_node",0.2645,0.9286,0.6803,0.921,0.0039997100830078125,147
Stage 3,"Connect_PCF,Connect_UPF,Create_GTP",0.7341,0.8767,0.8924,0.8489,0.00499725341796875,147
Stage 2,Config_PB,0.5537,0.8935,0.8904,0.2334,0.005000114440917969,147
Stage 3,Rule_based_MPB,0.3865,0.2364,0.8941,0.8829,0.005000114440917969,147
Stage 3,"SystemUseNotPB,Access_Server,Query_SMF,Connect_NRF,Connect_PCF,Connect_UPF,Create_GTP",0.7341,0.8767,0.8755,0.8789,0.0030012130737304688,147
Stage 3,"Connect_NRF,Connect_SMF",0.7074,0.8835,0.8879,0.7573,0.00400090217590332,147
Stage 2,"Input_Credentials,Authentication,SystemUseNotPB,Access_Server,Query_SMF",0.7245,0.8904,0.8755,0.8218,0.003996610641479492,147
Stage 1,Remote_access_PB,0.7402,0.8937,0.8842,0.8518,0.0039997100830078125,147
Stage 1,Access_Server,0.7258,0.8925,0.8756,0.8218,0.004000663757324219,147
Stage 2,Portable_Execution,0.4744,0.8948,0.3819,0.8778,0.003999233245849609,147
Stage 3,Launch_Agent,0.2644,0.8951,0.8943,0.884,0.004000186920166016,147
Stage 3,"Create_GTP,Connect_UE",0.7405,0.882,0.8929,0.8588,0.005000591278076172,147
Stage 3,"Connect_C2,Rule_based_MPB,Exfiltrating_data",0.2544,0.2372,0.8939,0.88,0.0039997100830078125,147
Stage 3,"Create_GTP,Connect_UE",0.7405,0.8819,0.8929,0.8588,0.0049991607666015625,147
Stage 3,Connect_PCF,0.7357,0.8846,0.892,0.8404,0.003999471664428711,147
Stage 3,"Connect_C2,Rule_based_MPB",0.3873,0.2369,0.894,0.8801,0.004000663757324219,147
Stage 2,Config_PB,0.554,0.8935,0.8904,0.2341,0.003998994827270508,147
Stage 3,Connect_C2,0.4944,0.4287,0.894,0.8801,0.003999948501586914,147
Stage 3,"Connect_SMF,Connect_UPF",0.7188,0.8769,0.8901,0.8012,0.0039997100830078125,147
Stage 3,"Connect_SMF,Connect_UPF,Create_GTP,Connect_UE",0.7188,0.8769,0.8901,0.8012,0.0040013790130615234,147
Stage 1,SystemUseNotPB,0.736,0.8934,0.8816,0.8426,0.003998994827270508,147
Stage 2,Portable_Execution,0.4753,0.8948,0.3828,0.8779,0.003999471664428711,147
Stage 3,"Exfiltrating_data,goal_node",0.2544,0.678,0.9291,0.8979,0.003997087478637695,148
Stage 1,"SystemUseNotPB,Access_Server",0.7261,0.8925,0.8757,0.822,0.003000020980834961,148
Stage 3,"Config_PB,Token_Impersonation,goal_node",0.482,0.864,0.8943,0.1109,0.004030704498291016,149
Stage 3,"Connect_UPF,Create_GTP",0.7341,0.8769,0.8925,0.8479,0.004997730255126953,149
Stage 2,Query_SMF,0.7355,0.8904,0.8825,0.8453,0.004000663757324219,149
Stage 1,SystemUseNotPB,0.736,0.8933,0.8817,0.8426,0.004000663757324219,149
Stage 3,Connect_UE,0.7446,0.8851,0.8934,0.8654,0.003999471664428711,149
Stage 3,"Connect_C2,Rule_based_MPB",0.3876,0.2377,0.8941,0.8802,0.003999948501586914,149
Stage 3,"Connect_NEF,Connect_UPF,Create_GTP",0.7437,0.877,0.8939,0.8767,0.006000518798828125,149
Stage 3,Connect_PCF,0.7359,0.8848,0.8922,0.8405,0.0039997100830078125,149
Stage 1,Authentication,0.7411,0.8938,0.8848,0.8531,0.004029273986816406,149
Stage 1,Authentication,0.7412,0.8938,0.8848,0.8531,0.004997968673706055,149
Stage 3,Connect_NEF,0.7452,0.8842,0.8936,0.8691,0.004996776580810547,149
Stage 3,"Connect_NRF,Connect_SMF,Connect_UPF,Connect_C2,Rule_based_MPB",0.387,0.2385,0.8882,0.7574,0.004029989242553711,149
Stage 2,Config_PB,0.554,0.8936,0.8906,0.2346,0.005003929138183594,149
Stage 3,Connect_C2,0.4951,0.4301,0.8942,0.8802,0.0039975643157958984,149
Stage 3,"Deploy_malware,Config_PB,Token_Impersonation,Connect_NRF,Connect_SMF",0.4803,0.8837,0.8867,0.1757,0.003999948501586914,149
Stage 1,"Authentication,SystemUseNotPB",0.7363,0.8935,0.8818,0.8427,0.005030393600463867,149
Stage 3,Connect_SMF,0.7216,0.8834,0.8902,0.799,0.004002809524536133,149
Stage 3,Connect_NEF,0.7454,0.8843,0.8937,0.8692,0.004999637603759766,149
Stage 3,Connect_PCF,0.7362,0.8849,0.8923,0.8406,0.003998517990112305,149
Stage 2,Portable_Execution,0.4758,0.8949,0.3837,0.878,0.004997730255126953,149
Stage 3,"Query_SMF,Connect_NRF,Connect_PCF,Connect_UPF",0.7437,0.8771,0.8828,0.8959,0.003947257995605469,149
Stage 1,Logon_PB,0.7414,0.8939,0.8849,0.8532,0.004001140594482422,149
Stage 1,Access_Server,0.7265,0.8927,0.876,0.8221,0.003999233245849609,149
Stage 3,"Connect_SMF,Connect_UPF,Create_GTP,Connect_UE",0.7192,0.8771,0.8904,0.8013,0.005026817321777344,149
Stage 3,Connect_NEF,0.7455,0.8844,0.8938,0.8693,0.004999637603759766,149
Stage 2,Portable_Execution,0.4764,0.895,0.3846,0.8781,0.00400090217590332,149
Stage 2,Connect_NRF,0.7104,0.8884,0.8884,0.7573,0.004029750823974609,149
Stage 3,goal_node,0.7577,0.6779,0.6802,0.7578,0.0040018558502197266,150
Stage 3,"Connect_UPF,Create_GTP",0.7346,0.8772,0.8928,0.8481,0.00400090217590332,150
Stage 1,SystemUseNotPB,0.7365,0.8936,0.8821,0.8429,0.003999233245849609,150
Stage 2,"SystemUseNotPB,Access_Server,Query_SMF",0.7254,0.8907,0.8762,0.8222,0.004001140594482422,150
Stage 3,"Query_SMF,Connect_NRF,Connect_PCF,Connect_UPF",0.7438,0.8772,0.883,0.896,0.002999544143676758,150
Stage 3,Connect_PCF,0.7364,0.885,0.8924,0.8407,0.003999948501586914,150
Stage 3,goal_node,0.7578,0.678,0.6803,0.7579,0.003999948501586914,151
Stage 2,Portable_Execution,0.4768,0.8951,0.3856,0.8782,0.004000663757324219,151
Stage 3,"Portable_Execution,Agent_based_MPB,Launch_Agent,goal_node",0.2664,0.9285,0.0612,0.917,0.00500178337097168,152
Stage 3,"Connect_C2,Rule_based_MPB",0.3885,0.2393,0.8943,0.8804,0.003998994827270508,152
Stage 3,"Token_Impersonation,goal_node",0.4821,0.8644,0.8961,0.7581,0.004027128219604492,153
Stage 3,"Launch_Agent,goal_node",0.2646,0.9289,0.6803,0.9213,0.004000425338745117,154
Stage 3,"Connect_NEF,Connect_UPF,Create_GTP",0.744,0.8773,0.8941,0.877,0.005002498626708984,154
Stage 3,"Launch_Agent,goal_node",0.2645,0.9289,0.6801,0.9213,0.004001140594482422,155
Stage 3,"Connect_NEF,Connect_UPF",0.744,0.8773,0.894,0.8771,0.004999637603759766,155
Stage 3,"Agent_based_MPB,Launch_Agent",0.2648,0.8953,0.2027,0.8826,0.004030466079711914,155
Stage 3,Create_GTP,0.7411,0.8825,0.8931,0.8591,0.0039997100830078125,155
Stage 3,"Exfiltrating_data,goal_node",0.2543,0.6786,0.9291,0.8981,0.005000591278076172,156
Stage 3,Connect_UE,0.7449,0.8855,0.8934,0.8656,0.004002809524536133,156
Stage 3,Create_GTP,0.7411,0.8824,0.8931,0.8592,0.004027843475341797,156
Stage 2,Query_SMF,0.7359,0.8907,0.8827,0.8456,0.003999948501586914,156
Stage 1,SystemUseNotPB,0.7365,0.8937,0.882,0.843,0.003999233245849609,156
Stage 3,Connect_UE,0.745,0.8855,0.8935,0.8657,0.0039997100830078125,156
Stage 1,SystemUseNotPB,0.7365,0.8937,0.882,0.843,0.003999948501586914,156
Stage 2,"Access_Server,Query_SMF",0.7254,0.8908,0.8761,0.8223,0.003969430923461914,156
Stage 3,Connect_C2,0.4956,0.4311,0.8942,0.8805,0.004001140594482422,156
Stage 3,"Launch_Agent,goal_node",0.2648,0.9289,0.6799,0.9214,0.003998756408691406,157
Stage 3,goal_node,0.7576,0.6784,0.6797,0.7582,0.003999948501586914,158
Stage 3,goal_node,0.7576,0.6786,0.6798,0.7583,0.003998756408691406,159
Stage 3,Connect_UE,0.7449,0.8856,0.8934,0.8658,0.004000425338745117,159
Stage 2,Connect_NRF,0.7102,0.8886,0.8882,0.7576,0.004000663757324219,159
Stage 1,Logon_PB,0.7415,0.8942,0.8849,0.8535,0.003999948501586914,159
Stage 2,"Authentication,SystemUseNotPB,Access_Server,Query_SMF",0.7253,0.8909,0.8761,0.8224,0.00299835205078125,159
Stage 3,Rule_based_MPB,0.3888,0.24,0.8943,0.8835,0.004026174545288086,159
Stage 2,"Token_Impersonation,Connect_NRF",0.481,0.8886,0.8916,0.7577,0.003998756408691406,159
